Functional Loc,FLOC Type,Description,SupFunctLoc,SupFL Description,ABC Indic,Criticality Justification,PSRef,PSRef2,NEW PS Ref.,NEW PS Ref. 2,NL SCE
GROV-P-WHXM-W03CAS-13PG302,U_GAUGE,PG Middle Annulus Casing Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-13PG303,U_GAUGE,PG Top Section Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-13PG307,U_GAUGE,PG Out Mid Ann Casing Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-13PT301,U_TRANS,PT Inner Annulus Casing Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-13PT302,U_TRANS,PT Middle Annulus Casing Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-13PT303,U_TRANS,PT Top Section Well 301,GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3004,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3005,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3006,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3007,U_VA,"Inn Mid Ann Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3008,U_VA,"Inn Mid Ann Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3009,U_VA,"Inn Mid Ann Dr. Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3010,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3011,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CAS-HOV3012,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 301",GROV-P-WHXM-W03CAS,X-Mas Tree Casing 13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03CHV,U_WELL,Choke Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements,,,,,I
GROV-P-WHXM-W03CHV-13FCV304,U_CVA,FCV Choke Valve Well 301,GROV-P-WHXM-W03CHV,Choke Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03CHV-13GS304,U_SWITCH,GS Choke Valve O/C Ind Well 301,GROV-P-WHXM-W03CHV,Choke Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03CHV-13GT304,U_TRANS,GT Choke Valve Pos. Transmitter Well 301,GROV-P-WHXM-W03CHV,Choke Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03CHV-13TT302,U_TRANS,TT Upstream Choke Valve Well 301,GROV-P-WHXM-W03CHV,Choke Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03CHV-13TW302,U_THERMO,TW Upstream Choke Valve Well 301,GROV-P-WHXM-W03CHV,Choke Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03FLL,U_WELL,Flow Line Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03FLL-13PT306,U_TRANS,PT Flowline Well 301,GROV-P-WHXM-W03FLL,Flow Line Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03FLL-13TT301,U_TRANS,TT Flowline Well 301,GROV-P-WHXM-W03FLL,Flow Line Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03INJ,U_WELL,Methanol / Kill Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03INJ-HOV3002,U_VA,"Methanol / Kill Valve - 2 1/16"" Well 301",GROV-P-WHXM-W03INJ,Methanol / Kill Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03MAV,U_WELL,Master Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03MAV-13GS302,U_SWITCH,GS Upper Master Valve O / C Ind Well 301,GROV-P-WHXM-W03MAV,Master Valve Well 301,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,I
GROV-P-WHXM-W03MAV-13XV302,U_VA,XV Upper Master Valve Well 301,GROV-P-WHXM-W03MAV,Master Valve Well 301,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-P-WHXM-W03MAV-HOV3003,U_VA,Lower Master Valve Well 301,GROV-P-WHXM-W03MAV,Master Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03MET,U_WELL,Flow Metering Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13FE304,U_FLOW,FE Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13PDT304,U_TRANS,PDT Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13PG305,U_GAUGE,PG After Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13PT304,U_TRANS,PT Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13TT304,U_TRANS,TT Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03MET-13TW304,U_THERMO,TW Venturi Flow Meter Well 301,GROV-P-WHXM-W03MET,Flow Metering Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W03OTM,U_WELL,Output to Manifold Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03OTM-V090135,U_VA,Double Block and Bleed Manifold Well 301,GROV-P-WHXM-W03OTM,Output to Manifold Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03SSV,U_WELL,Sub Service Safety Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03SSV-13XV301,U_SDV,XV Sub Service Safety Valve Well 301,GROV-P-WHXM-W03SSV,Sub Service Safety Valve Well 301,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-P-WHXM-W03SWV,U_WELL,Swap Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03SWV-HOV3001,U_VA,Swab Valve Well 301,GROV-P-WHXM-W03SWV,Swap Valve Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03WIV,U_WELL,Wing Valve Well 301,GROV-P-WHXM-W03,13-WA-301 Well 301,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W03WIV-13GS303,U_SWITCH,GS Wing Valve O/C Ind Well 301,GROV-P-WHXM-W03WIV,Wing Valve Well 301,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,I
GROV-P-WHXM-W03WIV-13XV303,U_VA,XV Wing Valve Well 301,GROV-P-WHXM-W03WIV,Wing Valve Well 301,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-P-WHXM-W04,U_WELL,13-WA-401 Well 401,GROV-P-WHXM,X-mas Tree,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS,U_WELL,X-Mas Tree Casing 13-WA-401 Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PG401,U_GAUGE,PG Inner Annulus Casing Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PG402,U_GAUGE,PG Middle Annulus Casing Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PG403,U_GAUGE,PG Top Section Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PG407,U_GAUGE,PG Out Mid Ann Casing Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PT401,U_TRANS,PT Inner Annulus Casing Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PT402,U_TRANS,PT Middle Annulus Casing Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-13PT403,U_TRANS,PT Top Section Well 401,GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4004,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4005,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4006,U_VA,"Inner Ann. Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4007,U_VA,"Middle Ann Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4008,U_VA,"Middle Ann Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4009,U_VA,"Middle Ann Dr. Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4010,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4011,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CAS-HOV4012,U_VA,"Out Mid Ann Dr. Valve - 3 1/8"" Well 401",GROV-P-WHXM-W04CAS,X-Mas Tree Casing 13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04CHV,U_WELL,Choke Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04CHV-13FCV404,U_CVA,FCV Choke Valve Well 401,GROV-P-WHXM-W04CHV,Choke Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04CHV-13GS404,U_SWITCH,GS Choke Valve Close Ind Well 401,GROV-P-WHXM-W04CHV,Choke Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04CHV-13GT404,U_TRANS,GT Choke Valve Pos. Transmitter Well 401,GROV-P-WHXM-W04CHV,Choke Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04CHV-13TT402,U_TRANS,TT Upstream Choke Valve Well 401,GROV-P-WHXM-W04CHV,Choke Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04CHV-13TW402,U_THERMO,TW Upstream Choke Valve Well 401,GROV-P-WHXM-W04CHV,Choke Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04FLL,U_WELL,Flow Line Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04FLL-13PT406,U_TRANS,PT Flowline Well 401,GROV-P-WHXM-W04FLL,Flow Line Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04FLL-13TT401,U_TRANS,TT Flowline Well 401,GROV-P-WHXM-W04FLL,Flow Line Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04INJ,U_WELL,Methanol / Kill Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04INJ-HOV4002,U_VA,"Methanol / Kill Valve - 2 1/16"" Well 401",GROV-P-WHXM-W04INJ,Methanol / Kill Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04MAV,U_WELL,Master Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04MAV-13GS402,U_SWITCH,GS Upper Master Valve O / C Ind Well 401,GROV-P-WHXM-W04MAV,Master Valve Well 401,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,I
GROV-P-WHXM-W04MAV-13XV402,U_VA,XV Upper Master Valve Well 401,GROV-P-WHXM-W04MAV,Master Valve Well 401,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-P-WHXM-W04MAV-HOV4003,U_VA,Lower Master Valve Well 401,GROV-P-WHXM-W04MAV,Master Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04MET,U_WELL,Flow Metering Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13FE404,U_FLOW,FE Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13PDT404,U_TRANS,PDT Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13PG405,U_GAUGE,PG After Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13PT404,U_TRANS,PT Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13TT404,U_TRANS,TT Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04MET-13TW404,U_THERMO,TW Venturi Flow Meter Well 401,GROV-P-WHXM-W04MET,Flow Metering Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,L
GROV-P-WHXM-W04OTM,U_WELL,Output to Manifold Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04OTM-V090136,U_VA,Double Block and Bleed Manifold Well 401,GROV-P-WHXM-W04OTM,Output to Manifold Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04SSV,U_WELL,Sub Service Safety Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04SSV-13XV401,U_SDV,XV Sub Service Safety Valve Well 401,GROV-P-WHXM-W04SSV,Sub Service Safety Valve Well 401,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-P-WHXM-W04SWV,U_WELL,Swap Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04SWV-HOV4001,U_VA,Swab Valve Well 401,GROV-P-WHXM-W04SWV,Swap Valve Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04WIV,U_WELL,Wing Valve Well 401,GROV-P-WHXM-W04,13-WA-401 Well 401,L,Inherited from System 'GROV-P-WHXM' Production Focussed Criticality Result,,,,,I
GROV-P-WHXM-W04WIV-13GS403,U_SWITCH,GS Wing Valve O/C Ind Well 401,GROV-P-WHXM-W04WIV,Wing Valve Well 401,N,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; Associated Equipment of ESDV/BDV to be N with the exception of solenoids,,,,,I
GROV-P-WHXM-W04WIV-13XV403,U_VA,XV Wing Valve Well 401,GROV-P-WHXM-W04WIV,Wing Valve Well 401,I,SCE Results in Agreement,G-PS06,,SECE02,,I
GROV-S,U_FLOC,Structural / Construction,GROV,Grove - Platform (unmanned),I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,G-PS02,,SECE12,,I
GROV-S-JA,U_FLOC,Jacket / Legs,GROV-S,Structural / Construction,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,G-PS02,,SECE12,,I
GROV-S-JACP,U_FLOC,Cathodic Protection System,GROV-S-JA,Jacket / Legs,L,System Analysed Criticality Result,,,,,I
GROV-S-JACP-ACT,U_FLOC,Active Cathodic Protection,GROV-S-JACP,Cathodic Protection System,L,Inherited from System 'GROV-S-JACP' Analysed Criticality Result,,,,,I
GROV-S-JACP-PAS,U_FLOC,Passive Cathodic Protection,GROV-S-JACP,Cathodic Protection System,L,Inherited from System 'GROV-S-JACP' Analysed Criticality Result,,,,,I
GROV-S-JAPI,U_FLOC,Piles,GROV-S-JA,Jacket / Legs,I,System Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MO,U_FLOC,Modules / Topside,GROV-S,Structural / Construction,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,G-PS02,,SECE12,,I
GROV-S-MOCE,U_FLOC,Cellar Deck,GROV-S-MO,Modules / Topside,I,System Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CON,U_FLOC,Deck Construction,GROV-S-MOCE,Cellar Deck,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONBEA,U_FACILITY,"Deck Construction, Beams",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONBRA,U_FACILITY,"Deck Construction, Bracings",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONBWL,U_FACILITY,"Deck Construction, Blastwalls",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONFWL,U_FACILITY,"Deck Construction, Firewalls",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONGRA,U_FACILITY,"Deck Construction, Grating",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONLAD,U_FACILITY,"Deck Construction, Ladders",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONRAI,U_FACILITY,"Deck Construction, Handrailing",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-CONSTA,U_FACILITY,"Deck Construction, Stairs",GROV-S-MOCE-CON,Deck Construction,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENC,U_FACILITY,Enclosure / Shelter,GROV-S-MOCE,Cellar Deck,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENCACC,U_FACILITY,Emergency Shelter,GROV-S-MOCE-ENC,Enclosure / Shelter,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENCEIR,U_FACILITY,Control Room,GROV-S-MOCE-ENC,Enclosure / Shelter,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENCGEN,U_FACILITY,Generator Room,GROV-S-MOCE-ENC,Enclosure / Shelter,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENCLOC,U_FACILITY,Airl Lock,GROV-S-MOCE-ENC,Enclosure / Shelter,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
GROV-S-MOCE-ENCTOL,U_FACILITY,Toilet,GROV-S-MOCE-ENC,Enclosure / Shelter,I,Inherited from System 'GROV-S-MOCE' Analysed Criticality Result,G-PS02,,SECE12,,I
